Rk,Name,Pos,Age,Team,Game,GS,3P%,FT%,STL,PER,TS%,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,VORP,EFF,GmSc,FG,3P,3PA,ORB,DRB,AST,BLK,PTS,last_year_salary
136,Kevin Durant,F,30,GSW,42,42,0.368,0.913,33,25.5,0.626,1.5,11.2,27.5,1.1,2.5,13,31.1,2.5,23.47619048,945,408,77,209,20,288,257,44,1185,30000000
137,Vince Edwards,F,22,HOU,1,0,0.5,,0,32.7,0.75,27.5,14.2,0,0,0,0,21.9,0,3,2.7,1,1,2,1,0,0,0,3,
138,Henry Ellenson,F,22,DET,2,0,0.5,1,0,14.9,0.551,0,19.4,6.2,0,0,0,18.4,0,8,9.2,4,2,4,0,9,1,0,12,1857480
139,Wayne Ellington,G,31,MIA,20,10,0.365,0.846,21,10.2,0.526,1.4,4.8,8.6,2.3,0.6,7.7,15.9,0.2,9,110.5,54,46,126,6,36,27,3,165,6270000
140,Joel Embiid,C,24,PHI,40,40,0.301,0.806,23,25.6,0.598,7.6,21.4,17.9,0.8,4.4,13.4,32.6,1.8,25.95,858.6,356,46,153,93,445,140,75,1077,25467250
141,James Ennis,F,28,HOU,28,22,0.364,0.658,23,11.1,0.619,4.4,6.5,4.4,1.8,1.4,9.3,12.5,0.3,7.714285714,151.9,74,32,88,26,48,19,11,205,0
142,Drew Eubanks,F,21,SAS,10,0,,0.75,1,21.2,0.773,2.7,13.1,3.6,1.2,0,11.4,18.4,0,1.9,19.9,9,0,0,1,9,1,0,24,
143,Jacob Evans,G,21,GSW,21,0,0.167,0,1,-0.8,0.277,1.2,4.7,14.4,0.5,0.9,17.6,13.2,-0.2,1.095238095,0.9,6,1,6,1,7,11,1,13,
144,Jawun Evans,G,22,PHO,4,0,0,,2,1,0.2,2.4,12.3,22.2,2.1,0,28.6,13.3,-0.1,4.5,2.4,2,0,2,1,9,8,0,4,1378242
145,Tyreke Evans,G,29,IND,38,11,0.346,0.747,42,11.4,0.474,3.2,7.7,16.5,2.6,1.1,15,27,-0.3,9.578947368,232.1,140,47,136,22,86,90,10,392,12400000
146,Dante Exum,G,23,UTA,39,1,0.305,0.791,14,12.8,0.53,2.6,5.6,25.5,1.1,0.6,14.5,21.6,-0.1,6.769230769,204.1,101,18,59,15,50,107,5,288,9600000
147,Kenneth Faried,F,29,BRK,12,0,0.2,0.625,2,21.2,0.622,13.7,20.2,2.8,0.8,2.6,10.9,20,-0.1,6,55.4,25,1,5,15,29,2,4,61,13764045
148,Derrick Favors,C,27,UTA,42,37,0.255,0.642,31,21,0.621,13.3,16.5,7.3,1.5,4.6,11,18.8,1.6,13.78571429,454.1,187,12,47,118,178,45,55,472,16900000
149,Cristiano Felicio,C,26,CHI,27,0,0,0.739,3,12.4,0.6,9,15.5,7.5,0.5,0.6,15.8,13.1,-0.2,4.37037037,76.6,33,0,2,23,56,14,2,83,8740980
150,Raymond Felton,G,34,OKC,15,0,0.2,0.889,6,10.9,0.438,1.8,6.5,22.7,1.7,2,12.1,22.3,-0.1,5.4,46.6,28,6,30,3,18,27,4,70,0
151,Terrance Ferguson,G,20,OKC,34,34,0.365,0.722,16,5.3,0.527,2.3,4,3.4,1,1,9.7,10.1,-0.1,5.382352941,91.3,64,35,96,17,40,20,9,176,2118840
152,Yogi Ferrell,G,25,SAC,32,2,0.377,0.879,13,13.7,0.56,0.7,5.2,16,1.3,0.6,7.6,17,0,6.03125,151.9,69,23,61,3,42,54,3,190,3000000
153,Dorian Finney-Smith,F,25,DAL,42,11,0.331,0.682,40,10.7,0.548,7.2,9.6,3.9,1.9,1.8,11.8,13.3,0.6,9.238095238,246.9,112,41,124,67,116,28,22,310,1544951
154,Bryn Forbes,G,25,SAS,43,43,0.436,0.87,27,12.5,0.595,0.7,5.2,11.6,1.1,0.1,10.2,18.1,0.5,11.3255814,357.3,199,95,218,8,108,99,2,533,3125000
155,Evan Fournier,G,26,ORL,40,40,0.34,0.759,33,11.6,0.527,1.7,5.3,18.8,1.3,0.5,13.4,23.4,-0.1,13,351.8,222,82,241,19,100,142,8,586,17000000
156,De'Aaron Fox,G,21,SAC,42,42,0.381,0.715,75,19,0.561,1.8,5.7,32.9,2.6,1.5,16.2,24.9,1.1,17.69047619,622.2,272,48,126,24,123,307,23,750,5470920
157,Melvin Frazier,G,22,ORL,3,0,0,,1,-9.7,0,0,3.4,0,3.1,0,25,11.1,0,0.333333333,-3,0,0,1,0,1,0,0,0,
158,Tim Frazier,G,28,NOP,33,17,0.39,0.773,18,11.2,0.56,3.7,7.6,26.7,1.3,0.4,23.3,12,0,8.96969697,174.9,61,23,59,22,71,142,3,162,0
159,Channing Frye,C,35,CLE,21,5,0.408,0.857,4,8.7,0.527,1.6,8.7,7.4,1,1.3,11.1,17.9,-0.2,4,41.1,25,20,49,3,28,10,3,76,0
160,Markelle Fultz,G,20,PHI,19,15,0.286,0.568,17,10.6,0.452,6.7,8.8,19.9,1.9,0.9,12.7,19.4,-0.1,10.26315789,113.5,65,4,14,26,44,59,5,155,8339880
161,Danilo Gallinari,F,30,LAC,40,40,0.449,0.908,28,20.3,0.627,3.4,10.3,12,1.1,0.7,7.9,22.6,1.7,16.65,611.2,237,96,214,39,206,101,12,778,21587579
162,Langston Galloway,G,27,DET,39,1,0.347,0.809,18,10.6,0.53,3.1,5.8,7.5,1,0.3,4.5,16.2,0.1,8.435897436,220.9,117,67,193,26,69,44,3,339,7000000
163,Marc Gasol,C,34,MEM,41,41,0.365,0.77,53,17.7,0.543,3.4,14.6,21.6,1.9,3.9,13.1,22.4,2,20.75609756,565,229,62,170,42,313,184,57,644,24119025
164,Pau Gasol,C,38,SAS,13,1,0.571,0.727,2,19.5,0.586,6.5,20.4,22.6,0.5,4.9,11.8,14.4,0.3,11.30769231,89.8,25,4,7,12,65,35,12,70,16800000
165,Rudy Gay,F,32,SAS,35,32,0.415,0.848,31,17.9,0.592,4.2,13.5,13.5,1.6,1.9,11.7,21.4,1,15.48571429,384.3,190,39,94,35,195,84,21,475,10087200
166,Paul George,F,28,OKC,40,40,0.385,0.822,88,23.4,0.577,4.3,11.6,17.3,2.9,1.3,10.4,29.6,2.8,24.525,807.9,369,135,351,61,259,155,22,1076,30560700
167,Taj Gibson,F,33,MIN,41,41,0.367,0.693,34,16.9,0.593,11,14.6,7.4,1.6,1.8,10.2,16.2,0.9,13.29268293,396.8,179,11,30,109,178,53,22,430,14000000
168,Harry Giles,F,20,SAC,29,0,0,0.588,23,13.8,0.488,8.5,14.4,16.3,3.2,2.5,17.6,24.7,0,6.862068966,111.6,70,0,5,28,65,38,10,160,
169,Shai Gilgeous-Alexander,G,20,LAC,41,32,0.383,0.805,43,12.9,0.565,3.1,5.8,15.4,1.9,1.8,16.7,17.1,0.6,10.02439024,323.4,157,23,60,30,87,117,26,407,
170,Rudy Gobert,C,26,UTA,43,43,,0.638,40,23.8,0.665,12.7,21.9,9.9,1.4,5.2,11.7,17.3,3,21.41860465,705.1,237,0,0,154,382,85,86,631,23241573
171,Brandon Goodwin,G,23,DEN,8,0,1,1,0,17.4,0.637,0,3.9,47.1,0,0,16.4,18.6,0,1.875,11.4,3,2,2,0,2,10,0,13,
172,Aaron Gordon,F,23,ORL,39,39,0.357,0.681,31,15,0.526,5.2,12.2,15.9,1.2,1.8,10.8,21.5,0.8,17.94871795,462,226,60,168,64,229,130,28,593,21590909
173,Eric Gordon,G,30,HOU,32,18,0.303,0.778,16,10,0.498,1.3,4.2,10.4,0.8,1.1,8.7,22.8,-0.7,12.15625,265.2,178,82,271,13,65,69,14,501,13500375
174,Marcin Gortat,C,34,LAC,34,32,,0.795,6,13.6,0.569,9.8,18.1,13.1,0.5,2.6,19.5,14.3,0.3,9.235294118,178.2,74,0,0,51,146,55,20,179,13565218
175,Devonte' Graham,G,23,CHO,21,3,0.364,0.929,15,12.7,0.521,0,4.9,25.1,2.7,0,13.1,17,0,5.952380952,82.5,34,16,44,0,25,49,0,97,
176,Treveon Graham,G,25,BRK,7,1,0.136,1,3,0.4,0.265,5.1,6.4,6.2,1.2,1.8,12.2,13.8,-0.2,4.571428571,4.1,7,3,22,6,9,6,3,19,0
177,Jerami Grant,F,24,OKC,41,38,0.35,0.69,34,13.9,0.604,3.5,8.2,3.7,1.2,3.4,8.2,14.7,0.9,12.85365854,410.8,197,43,123,44,160,35,52,517,8653847
178,Jerian Grant,G,26,ORL,40,1,0.347,0.625,33,9.5,0.495,2.1,5.2,23.3,2.3,0.4,19.6,12.9,-0.2,6.7,155.4,61,26,75,14,54,117,3,163,2639314
179,Danny Green,G,31,TOR,42,42,0.412,0.941,38,10.9,0.586,3.7,7.6,5.9,1.5,2.3,12,13.5,1.3,11.69047619,304.6,145,91,221,41,132,55,35,397,10000000
180,Draymond Green,F,28,GSW,28,28,0.242,0.788,45,12.2,0.487,3.9,13.9,27,2.5,2.6,27.9,13.9,0.8,17.92857143,254.6,79,15,62,30,194,191,27,199,17469565
181,Gerald Green,G,33,HOU,37,0,0.358,0.88,14,11.3,0.582,2.6,7.4,3.3,0.9,1.1,9.4,18.1,-0.3,8.108108108,195,114,77,215,18,80,16,10,327,0
182,JaMychal Green,F,28,MEM,29,2,0.391,0.788,26,15.5,0.592,8.8,16.4,5.9,1.9,2.7,16.3,20.4,0.1,12.24137931,230.6,116,25,64,53,141,24,19,298,7666667
183,Jeff Green,F,32,WAS,41,18,0.37,0.897,23,14,0.607,4.2,9.7,9,1,1.4,11.1,16.9,0.3,11.80487805,373.2,168,54,146,43,155,71,19,477,1512601
184,Blake Griffin,F,29,DET,38,38,0.362,0.749,28,20.8,0.588,3.7,12.5,25.9,1,1,15,29.6,2.2,21.84210526,684,325,88,243,49,266,200,17,953,32088932
185,Daniel Hamilton,G,23,ATL,14,3,0.313,0.5,4,7.5,0.472,5.3,11.5,15,1.2,0,20.5,15.2,-0.2,4.714285714,31.3,18,5,16,8,26,17,0,44,1349383
186,Tim Hardaway,G,26,NYK,39,39,0.347,0.856,37,14.8,0.533,1.7,5.4,13.3,1.4,0.3,9.4,26.3,0.1,14.23076923,467.2,249,102,294,22,110,105,5,773,0
187,James Harden,G,29,HOU,38,38,0.39,0.856,76,29.1,0.622,2.1,9.3,44.6,2.7,1.4,17.1,39.2,4.7,26.57894737,959.3,376,187,480,27,205,330,24,1297,35650150
188,Maurice Harkless,F,25,POR,26,19,0.32,0.65,23,10.7,0.518,4.8,10,4.6,2,3.6,9.2,12.4,0.4,9.115384615,129.8,62,16,50,25,82,19,25,153,10837079
189,Montrezl Harrell,C,25,LAC,41,0,0.25,0.619,38,25.4,0.647,10.7,14.2,10.5,1.8,4.3,9.8,22.8,1.9,15.51219512,577,252,1,4,99,176,66,58,643,6000000
190,Devin Harris,G,35,DAL,30,0,0.276,0.815,23,11.5,0.531,0.7,5.9,11.1,2.4,1.1,11,18.7,0.1,5.866666667,128.7,61,24,87,3,47,34,6,190,0
191,Gary Harris,G,24,DEN,25,22,0.333,0.802,26,14.8,0.535,2.6,5.8,13,1.7,1,7,21.9,0.3,13.92,278.9,146,43,129,19,64,69,9,400,16517857
192,Joe Harris,G,27,BRK,40,40,0.483,0.839,22,14,0.652,2.7,6.6,12.4,0.9,0.5,13,17.2,0.9,12.475,380.9,195,97,201,30,114,95,7,534,8000000
193,Tobias Harris,F,26,LAC,41,41,0.427,0.891,30,19,0.607,2.4,12.5,10.4,1,0.9,10,23.9,1.1,19.2195122,637.9,322,79,185,30,299,91,16,862,14800000
194,Andrew Harrison,G,24,TOT,17,0,0.2,0.944,4,6,0.443,3.5,5.9,17.2,1.1,0.9,16.5,17,-0.2,3.470588235,27.9,16,5,25,6,14,24,2,54,0
195,Shaquille Harrison,G,25,CHI,33,0,0.256,0.627,44,12,0.466,2.6,8.6,14.3,3.7,1.6,11.7,17.5,0.1,7.818181818,162.5,71,11,43,14,78,56,11,190,1311265
196,Josh Hart,G,23,LAL,43,19,0.355,0.683,49,10.6,0.539,2,7.4,6.9,2,1.8,9.7,14.6,0.7,11.23255814,299.7,143,72,203,22,148,62,27,401,1655160
197,Isaiah Hartenstein,F,20,HOU,22,0,0.4,0.786,4,9.8,0.585,10.5,11.1,8.9,1.1,4.3,23,12.9,0,3,34.1,17,2,5,17,18,11,9,47,
198,Udonis Haslem,C,38,MIA,3,0,0,,0,-4.5,0.333,7.4,18.7,0,0,0,25,24.2,-0.1,1.666666667,-0.7,2,0,2,1,4,0,0,4,0
199,Gordon Hayward,F,28,BOS,37,16,0.333,0.88,36,15,0.543,3.6,9.8,19.4,1.8,0.8,12.4,19.2,0.7,13.48648649,355.1,146,48,144,33,147,134,9,413,31214295
200,John Henson,C,28,MIL,14,0,0.355,0.6,7,17.4,0.553,9.3,19.6,10.2,1.7,5.1,14.4,18.7,0.2,9.5,76.7,31,11,31,16,55,14,11,79,11327466
201,Juan Hernangomez,F,23,DEN,39,25,0.41,0.803,17,13.3,0.632,5.7,11,5,0.8,1.6,9.6,12.9,0.7,11.07692308,310.2,118,59,144,54,156,39,19,356,2166360
202,Willy Hernangomez,C,24,CHO,33,2,0.48,0.726,10,22.1,0.596,16,21,11.4,1.1,2.3,13.4,23.5,0.3,9.121212121,223.6,91,12,25,68,108,33,12,255,1544951
203,Mario Hezonja,F,23,NYK,36,11,0.29,0.667,33,10.1,0.476,2.3,9.6,8.1,2.4,0.6,12.4,21.3,-0.5,7.888888889,162,106,27,93,15,105,34,5,275,6500000
204,Buddy Hield,G,26,SAC,42,42,0.444,0.855,20,17.1,0.6,3.8,8.1,10.9,0.7,1,10.3,24.8,0.8,16.88095238,556.1,319,136,306,49,156,95,15,845,3844760
205,Haywood Highsmith,F,22,PHI,1,0,0.5,,0,22.8,0.75,0,0,31,0,0,0,16.9,0,3,2.7,1,1,2,0,0,1,0,3,
206,Nene Hilario,C,36,HOU,17,0,0,0.778,6,12.4,0.558,6.2,14.6,7.1,1.3,1.8,6.2,12.4,0,6.117647059,60.6,27,0,2,13,46,11,5,68,3651480
207,George Hill,G,32,TOT,29,13,0.344,0.773,25,11.7,0.555,3.7,5.1,14.2,1.8,0.4,11.2,14.7,0.1,8.413793103,181.1,86,22,64,23,42,69,3,228,19000000
208,Solomon Hill,F,27,NOP,28,10,0.316,0.632,16,6.8,0.503,4.7,8.2,6.9,1.3,1,16.1,9.2,0.1,6.571428571,94,40,18,57,25,65,34,7,110,12252928
209,Aaron Holiday,G,22,IND,24,0,0.259,0.885,11,14.7,0.526,0.9,7.9,18.7,2,2.7,11.2,23.2,0.1,5.791666667,96.1,48,15,58,2,36,35,8,134,
210,Jrue Holiday,G,28,NOP,42,42,0.332,0.777,72,19.1,0.561,3.6,6.7,32.8,2.2,1.7,16.1,24.8,1.8,21.4047619,719.7,335,70,211,50,142,347,31,869,25976111
211,Justin Holiday,G,29,TOT,41,38,0.351,0.9,67,10.8,0.521,1.6,7,9.5,2.4,1.5,10.1,15.6,0.8,13.58536585,347.3,155,97,276,20,156,88,23,452,4384616
212,John Holland,F,30,CLE,1,0,,,0,0,0,0,0,0,0,0,0,-0.042,,0,0,0,0,0,0,0,0,0,0,0
213,Rondae Hollis-Jefferson,F,24,BRK,34,19,0.242,0.659,28,12.6,0.469,6.1,13,12,1.7,1.7,10.5,21.1,-0.2,11.64705882,250.3,123,8,33,46,150,65,18,337,2470357
214,Richaun Holmes,C,25,PHO,41,1,,0.719,28,23.7,0.706,11.3,15.9,8.4,2.1,6.2,12.1,17.6,1,9.585365854,330,132,0,0,66,117,34,48,328,1600520
215,Rodney Hood,G,26,CLE,35,35,0.385,0.897,30,13.7,0.559,1.3,5,11.2,1.5,0.4,7.3,19.5,-0.2,10.4,301,160,45,117,12,75,69,4,443,3472887
216,Al Horford,C,32,BOS,32,32,0.355,0.706,24,17.6,0.57,5.7,11.8,20.1,1.3,4.4,12.8,18.2,1.3,16.71875,361.2,156,38,107,48,150,123,44,374,28928709
217,Danuel House,F,25,HOU,23,10,0.372,0.818,13,13,0.639,3.8,8.6,6.1,1.2,1.5,11,13.7,0.2,8.826086957,159.9,60,32,86,19,65,23,10,197,0
218,Dwight Howard,C,33,WAS,9,9,,0.604,7,17.8,0.638,11.3,19.9,2.6,1.4,1.5,15.1,19.7,-0.2,13.88888889,93.8,43,0,0,24,59,4,4,115,5337000
219,Kevin Huerter,G,20,ATL,40,24,0.38,0.758,31,9.3,0.531,3.3,6.4,13.2,1.4,1.3,15.6,15.1,-0.1,10.175,249.2,131,63,166,34,94,99,16,350,
220,Chandler Hutchison,F,22,CHI,37,7,0.257,0.552,16,7.9,0.483,4,11,5.6,1.2,0.5,11.1,12.4,-0.5,6.459459459,125.4,69,9,35,25,111,26,4,163,
221,Serge Ibaka,C,29,TOR,40,31,0.292,0.806,21,19.1,0.593,7.5,14.1,8.4,0.9,4,12.3,23.7,0.9,16.275,487.5,266,31,106,76,217,60,56,642,21666667
222,Andre Iguodala,F,35,GSW,37,11,0.364,0.639,29,11.9,0.56,3.4,8.3,15.7,1.6,3,15,10.4,0.7,9.972972973,234,73,28,77,26,105,109,30,197,16000000
223,Ersan Ilyasova,F,31,MIL,29,3,0.371,0.875,18,13.1,0.555,9,14.4,7.8,1.5,1.1,12,16.8,0.2,10.20689655,174.2,83,26,70,46,110,33,7,220,0
224,Joe Ingles,F,31,UTA,43,43,0.372,0.653,66,12.5,0.554,1,7.3,22.2,2.4,0.6,17.4,17.8,1.3,14.6744186,406.2,185,87,234,12,165,202,10,504,13045455
225,Brandon Ingram,G,21,LAL,32,32,0.304,0.622,20,11.7,0.516,2.7,7.6,11.6,0.9,1.7,13.7,23.7,-0.5,12.9375,309.1,201,17,56,26,126,82,22,521,5757120
226,Kyrie Irving,G,26,BOS,37,37,0.406,0.855,60,24.3,0.592,3.9,8,34.3,2.5,1.2,11.7,29.2,2.6,21.97297297,681,321,95,234,44,133,238,16,837,20099189
227,Jonathan Isaac,F,21,ORL,35,24,0.284,0.829,28,10.7,0.511,4.1,10.2,4.7,1.6,3.8,12.3,15.9,0,9.742857143,213.3,97,25,88,33,129,28,39,277,4969080
228,Wesley Iwundu,F,24,ORL,31,12,0.286,0.816,11,6.8,0.495,2.2,6.4,6.9,1,0.9,12.2,14.3,-0.4,4.677419355,89.9,50,10,35,11,52,26,6,150,0
229,Demetrius Jackson,G,24,PHI,6,0,0.333,1,2,21.1,0.656,5.6,4.1,20,2.4,0,5.6,19.2,0,3.166666667,19.3,8,2,6,2,1,5,0,22,0
230,Frank Jackson,G,20,NOP,27,0,0.429,0.8,5,8.3,0.569,1,3.9,7,0.7,0,12.1,17.2,-0.3,3.777777778,73.6,50,21,49,3,22,18,0,141,
231,Jaren Jackson,C,19,MEM,41,39,0.337,0.779,38,17.8,0.604,5.2,10.5,8.1,1.8,5.8,12.8,23.1,0.9,12.58536585,402.8,210,34,101,48,142,48,63,549,
232,Josh Jackson,G,21,PHO,43,11,0.313,0.659,44,9.6,0.478,3.4,10.2,15.4,2.2,2.1,19.2,24,-0.7,9.88372093,235.3,158,31,99,29,143,97,24,407,6041520
233,Justin Jackson,F,23,SAC,41,3,0.377,0.818,18,11.1,0.57,2.7,7.1,7.8,0.9,0.9,6.3,13.2,0.2,8.43902439,242.3,110,49,130,24,99,55,9,305,2807880
234,Reggie Jackson,G,28,DET,40,40,0.339,0.871,26,14.2,0.54,2.4,5.2,24,1.1,0.4,12.4,23.6,0.4,12.75,388.1,200,78,230,26,83,169,6,593,17043478
235,LeBron James,F,34,LAL,34,34,0.356,0.682,44,26.4,0.601,2.9,12.3,34.5,1.7,1.6,13.1,31.3,3,26.05882353,762.2,340,68,191,32,251,243,24,928,0
236,Amile Jefferson,F,25,ORL,1,0,,1,0,18,0.532,26.5,13.5,0,0,0,0,20.8,0,1,1.6,0,0,0,1,0,0,0,2,
237,Jonas Jerebko,F,31,GSW,42,6,0.364,0.836,16,13.8,0.605,6.8,13.6,10.9,0.9,0.9,11.2,15,0.5,10.26190476,273,111,48,132,51,159,70,9,316,0
238,Alize Johnson,F,22,IND,6,0,,0.25,0,-1.5,0.193,5.5,18.7,0,0,4.3,0,16.2,-0.1,1.5,0,1,0,0,1,6,0,1,3,
239,Amir Johnson,C,31,PHI,34,2,0.364,0.76,10,12.9,0.597,8,14.3,17.9,1.5,1.8,22.6,17.8,0.1,4.882352941,96.4,48,8,22,23,61,39,7,123,0
240,James Johnson,F,31,MIA,24,22,0.338,0.714,14,11.6,0.507,2.5,8.6,16.6,1.4,1.2,11.2,19.3,0,9.625,137.9,78,24,71,12,68,53,7,200,14651700
241,Stanley Johnson,F,22,DET,35,7,0.268,0.786,34,9.8,0.486,3.1,9.5,9.1,2.3,1,13.9,20.6,-0.1,9,175.8,111,40,149,22,105,43,9,295,3940402
242,Tyler Johnson,G,26,MIA,33,4,0.376,0.704,34,13.7,0.546,1.9,6.4,15,2,1.8,12.2,19.7,0.4,11.12121212,264.7,130,53,141,15,84,80,17,363,19245370
243,Wesley Johnson,F,31,NOP,24,13,0.396,0.833,10,7,0.532,3,7.8,5.3,1.3,1.6,12.4,10.8,0,5.291666667,62.1,33,19,48,10,44,16,7,90,6134520
244,Nikola Jokic,C,23,DEN,40,40,0.314,0.84,58,26.1,0.585,9.9,17.7,38.2,2.3,2.1,16.7,26.8,3.6,25.075,748.8,290,44,140,115,294,303,30,766,24605181
245,Damian Jones,C,23,GSW,24,22,,0.649,12,15.6,0.72,8.5,9.9,8.9,1.4,5.2,15.1,11.1,0.5,7.375,137,53,0,0,31,44,28,25,130,0
246,Derrick Jones,F,21,MIA,29,5,0.372,0.632,26,16.4,0.574,11,12.8,3.9,2.4,3.4,10.3,16.1,0.4,9.172413793,190.6,79,16,43,57,74,14,21,210,0
247,Jalen Jones,F,25,CLE,16,0,0.357,0.704,9,11.9,0.548,5.6,8.9,4.8,2.1,0.8,9.8,16.9,-0.1,5,55.9,26,10,28,11,23,7,2,81,0
248,Tyus Jones,G,22,MIN,41,6,0.286,0.818,53,12.5,0.461,1.5,4.4,25.8,3.1,0.2,9.6,13.2,0,8.902439024,245.9,85,20,70,12,57,161,2,217,2444053
249,DeAndre Jordan,C,30,DAL,42,42,,0.69,30,17.7,0.671,11.1,24.1,9.6,1.1,2.8,22.9,14.3,1.5,19.42857143,523.5,170,0,0,131,456,85,45,456,22897200
250,Cory Joseph,G,27,IND,42,0,0.376,0.636,50,11.6,0.518,1.7,7.7,19.7,2.3,0.8,14.9,13.8,0.6,11.38095238,291.9,126,35,93,16,133,160,9,301,7945000
251,Frank Kaminsky,F,25,CHO,23,0,0.35,0.667,5,16.3,0.595,7.3,11.7,14.2,0.9,1.7,14.3,20.5,0.1,5.826086957,99.2,46,14,40,18,39,25,5,128,3627842
252,Enes Kanter,C,26,NYK,41,23,0.35,0.817,18,22.4,0.593,15.3,21.6,12.7,0.8,1.3,13.2,22.3,0.9,17.97560976,538.1,241,7,20,166,283,81,17,592,18622514
253,Luke Kennard,G,22,DET,22,9,0.338,0.647,7,9.3,0.498,1,7.8,10.4,0.8,0.8,9.2,17.5,-0.2,7.772727273,98.3,61,25,74,4,57,29,4,158,3275280
254,Michael Kidd-Gilchrist,F,25,CHO,34,1,0.35,0.775,17,15.4,0.555,9.8,13.2,7.1,1.3,3.9,9.9,17.3,0.3,9.352941176,221.9,100,7,20,60,99,32,29,262,13000000
255,George King,F,25,PHO,1,0,,,0,2,0,0,0,0,0,0,0,0.003,,1,0.3,0,0,0,0,1,0,0,0,
256,Maxi Kleber,F,27,DAL,37,5,0.318,0.805,16,14.1,0.576,6.1,11.2,5.8,1.1,5.5,9.7,14,0.7,8.864864865,215.6,84,34,107,38,105,27,46,235,0
257,Brandon Knight,G,27,HOU,12,0,0.156,0.818,2,0.8,0.347,0.9,4.3,10.9,0.8,0,8.8,21.1,-0.3,2.583333333,7.5,11,5,32,1,8,9,0,36,
258,Kevin Knox,F,19,NYK,35,17,0.354,0.707,18,9.5,0.482,3.1,8.1,5.3,0.9,1,9.1,21.9,-0.9,10.48571429,222.4,149,57,161,29,115,32,11,425,
259,Furkan Korkmaz,G,21,PHI,35,6,0.323,0.839,25,11.8,0.526,2.6,8.6,11.5,2.2,0.3,8.8,18.2,0,7.4,164.5,81,40,124,13,75,44,2,228,1740000
260,Luke Kornet,F,23,NYK,20,7,0.426,0.846,6,16.3,0.59,4,9.3,13.1,1,3.4,9,17.1,0.2,7.45,102,40,29,68,11,38,24,11,120,1619260
261,Kyle Korver,F,37,TOT,37,0,0.414,0.833,11,11.9,0.607,0.7,5.9,8.2,0.8,1,11.2,18.5,0,7,184.7,100,67,162,4,65,35,8,297,7560000
262,Kosta Koufos,C,29,SAC,26,1,,0.385,12,12.5,0.478,11.3,19.3,9.6,1.6,2.7,15.2,14.8,0,8,100.5,48,0,0,39,91,26,11,101,8739500
263,Rodions Kurucs,F,20,BRK,27,15,0.347,0.907,14,13,0.593,4.8,9.7,5.1,1.3,1.3,13.2,18.7,0,8.185185185,164.3,89,25,72,24,73,18,9,242,
264,Kyle Kuzma,F,23,LAL,41,39,0.3,0.768,26,14.8,0.555,2.3,9,10.8,0.9,1,10.2,23.6,0.3,16.17073171,502.1,289,74,247,29,208,97,18,761,1689840
265,Skal Labissiere,F,22,SAC,11,0,0.3,0.545,2,6.4,0.518,2,10.5,5.1,0.9,1.7,15.9,15.8,-0.1,3.363636364,16.3,12,3,10,2,18,4,2,33,0
266,Jeremy Lamb,G,26,CHO,38,38,0.347,0.852,40,16.3,0.548,3.1,10.3,9.9,1.7,0.7,5.9,21.8,0.3,14.81578947,433.7,213,50,144,32,180,72,9,580,7488372
267,Zach LaVine,G,23,CHI,36,35,0.361,0.868,32,18.1,0.57,1.4,7,22.7,1.3,1.1,14.9,31.7,0.4,16.44444444,542.8,301,65,180,16,141,152,16,851,19500000
268,Jake Layman,F,24,POR,32,22,0.338,0.667,16,12.9,0.586,5.4,8.9,4.4,1.6,1.3,10.2,14.7,0.2,6.125,138.3,69,23,68,24,58,15,8,175,0
269,T.J. Leaf,F,21,IND,22,0,0.2,0.545,2,12.3,0.526,8.8,13.2,7.5,0.6,1.1,10.2,17.7,-0.1,3.5,48.2,28,3,15,13,27,9,2,65,2407560
270,Courtney Lee,G,33,NYK,10,2,0.333,0.667,8,14.2,0.527,4,8.4,13.9,2.6,1.1,7.4,15.4,0,6.9,47.5,20,5,15,6,18,14,2,53,12253780
271,Damion Lee,G,26,GSW,16,0,0.419,0.846,8,10.8,0.612,1.7,8.1,2,2,0,11.2,15.8,-0.1,4.5,51.8,27,13,31,3,26,3,0,78,0
272,Alex Len,C,25,ATL,38,20,0.29,0.648,12,14.4,0.54,10.8,14.7,7.2,0.7,4.3,14.2,22.1,-0.2,10.63157895,269,147,20,69,80,131,35,38,384,4350000
273,Kawhi Leonard,F,27,TOR,34,34,0.369,0.845,63,26.9,0.61,4.1,12.4,15,2.6,1.2,8.4,30.2,2.2,22.58823529,743,322,59,160,44,226,106,17,921,23114067
274,Meyers Leonard,C,26,POR,40,0,0.417,0.853,11,15.6,0.632,6.7,15.2,12.2,0.9,1.3,14.8,15.7,0.5,7.9,197.8,83,30,72,35,130,49,9,225,10595506
275,Jon Leuer,F,29,DET,26,1,0,0.8,10,14.6,0.641,7,13.7,5.4,1.7,0.9,15.6,15.8,0,4.961538462,94.4,49,0,9,20,54,10,3,118,10002681
276,Caris LeVert,F,24,BRK,14,14,0.311,0.721,17,18.5,0.557,3.6,7.8,21.4,2,0.9,11.5,26.9,0.3,15.71428571,183.1,97,19,61,14,46,52,5,257,1702800
277,Damian Lillard,G,28,POR,43,43,0.384,0.898,44,23.4,0.589,2.4,6.8,28.4,1.4,1.2,11.3,29.9,2.7,20.81395349,836.6,364,126,328,34,161,263,23,1109,27977689
